Open Requisitions Report
# Records: 222

"Requisition Status","Requisition Division","Requisition ID","Requisition Location","Job Category","Requisition Position","Requisition Display Job Title","Requisition Date Opened","Requisition Days Open","Requisition Address 1","Requisition Address 2","Requisition City","Requisition State/Province","Requisition Postal Code","Requisition Description - External","Requisition Primary Owner - Full Name"
"Open","RETAIL","req260","00846-CLAYTON HOMES #846","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Covington, LA","09/07/2016 11:24 AM","67","74682 HWY 25","","COVINGTON","LA","70435","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","CHILES, SUE"
"Open","RETAIL","req261","00784-FREEDOM HOMES #784","Sales","SALES PROFESSIONAL","Freedom Homes Sales Professional - Roanoke, VA","09/07/2016 12:23 PM","67","1128 PETERS CREED ROAD, NW","","ROANOKE","VA","24017","Position Description: Sales ProfessionalFreedom Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Freedom Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Freedom Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Freedom homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","WILLIAMS, JOHN"
"Open","RETAIL","req313","00138-CLAYTON HOMES #138","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Victoria, TX","09/17/2016 12:32 PM","57","1708 HOUSTON HIGHWAY","","VICTORIA","TX","77901","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","CHILES, SUE"
"Open","RETAIL","req314","00684-OAKWOOD HOMES #684","Sales","SALES PROFESSIONAL","Oakwood Homes Sales Professional - Austin, TX","09/17/2016 12:34 PM","57","6925 E BEN WHITE BLVD","","AUSTIN","TX","78741","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","BALLENGER, KELLI"
"Open","RETAIL","req315","01013-CLAYTON HOMES #1013","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Wichita, KS","09/17/2016 12:37 PM","57","3825 SOUTH SENECA","","WICHITA","KS","67217","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","DICKSON, DAMON"
"Open","RETAIL","req280","00795-CLAYTON HOMES #795","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Porter, TX","09/09/2016 10:03 AM","65","23557 HWY 59 NORTH","","PORTER","TX","77365","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","CHILES, SUE"
"Open","RETAIL","req307","01060-OAKWOOD HOMES #1060","Sales","SALES PROFESSIONAL","Oakwood Homes Sales Professional - Sumter, SC","09/15/2016 02:23 PM","59","3590 BROAD STREET","","SUMTER","SC","29150","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Oakwood Ambassador – protect the Oakwood Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Oakwood Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","HINSON, HANNAH"
"Open","RETAIL","req297","00085-CLAYTON HOMES #85","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Weber City, VA","09/14/2016 10:59 AM","60","527 STATE LINE CIRCLE","","WEBER CITY","VA","24290","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","WILLIAMS, JOHN"
"Open","RETAIL","req298","00783-CLAYTON HOMES #783","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Roxboro, NC","09/14/2016 11:53 AM","60","3970 DURHAM ROAD","","ROXBORO","NC","27573","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential! Job Category: Sales","HINSON, HANNAH"
"Open","RETAIL","req301","00853-CLAYTON HOMES #853","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Georgetown, KY","09/14/2016 06:06 PM","60","300 CONNECTOR RD.","","GEORGETOWN","KY","40324","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","KEMP, JENNIFER"
"Open","RETAIL","req294","00136-CLAYTON HOMES #136","Sales","SALES PROFESSIONAL","Clayton Homes Sales Professional - Sulphur Springs, TX","09/14/2016 10:26 AM","60","2600 WEST INDUSTRIAL","","SULPHUR SPRINGS","TX","75482","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential!","DICKSON, DAMON"
"Open","RETAIL","req295","00714-OAKWOOD HOMES #714","Sales","SALES PROFESSIONAL","Oakwood Homes Sales Professional - Newport News, VA","09/14/2016 10:35 AM","53","13130 JEFFERSON AVENUE","","NEWPORT NEWS","VA","23608","Position Description: Sales ProfessionalClayton Homes, a Berkshire Hathaway company and the nation’s leading housing provider, is a vertically integrated housing company that builds, sells, and insures affordable housing.As a New Home Sales Professional with Clayton Homes, you will create a world class home buying experience by assisting prospects to identify a floor plan, select options, and coordinate the construction process.To be successful in this role, New Home Sales Professionals must possess an ability to create an initial rapport, establish trusting relationships and provide a high degree of leadership that allows prospects to have the confidence to select Clayton Homes as their housing solution.Our commitment to creating a World Class Customer Experience is unparalleled in the housing industry; we take pride in ensuring that all Clayton homeowners receive a high level of customer service from the time they visit one of our Home Centers all the way through to the time they take ownership of their new home.Job Responsibilities:Clayton Ambassador – protect the Clayton Homes branding and assets by maintaining a high level of integrity throughout the sales process;Constant Learner – develop expertise in areas such as finance mortgage concepts, product, sales acumen, sales presentation skills and your local market;Customer Follow-up – maintain customer files and provide timely follow-up with prospective buyers via the company’s CRM system;Merchandising – assist manager by helping select inventory, decorate models and maintain appearance of the homes;Personal Prospecting – develop, refine and execute a strategic sales and marketing plan to increase home center traffic;Product Demonstration – show prospects display homes, demonstrate features and benefits to create added value;Set Appointments – set home center visits utilizing prospect database and by converting ad calls and web leads;Sales – facilitate the buying process by building trust, meeting needs and converting prospects to satisfied homeowners;Team Contributor – be a positive team member and assist in the development of other Clayton Homes Team Members;Training– participates in all sales meetings, training opportunities and other company sponsored functions;World Class Customer Service – provide a great home buying experience by exceeding the customer expectations and honoring commitments. Benefits:A Berkshire Hathaway Company - an integrity based organization offering unlimited career growth;Comprehensive Benefit Package - Medical, Dental, Life, Vision and 401k with aggressive employer match;Home Centers are closed on Sundays – we believe in offering a balanced working environment;      Performance Perks – we offer incredible rewards for our top performers – Cruises, Resort Trips, etc;Training and Professional Development – we offer online educational opportunities and training seminars.Compensation:As a Sales Professional with Clayton Homes, you will receive a $24k base salary plus a lucrative commission plan. We offer a paid training program and a progressive New Hire sales incentive to help you build your businessUnlimited career and earning potential! Job Category: Sales","WILLIAMS, JOHN"
